Year,Geography,data.Offences,data.Age of accused,data.Sex of accused,Value
2018/2019,Manitoba,data.Administration of justice,35 to 44 years,data.Total - sex of accused,90.0
2014/2015,Manitoba,data.Administration of justice,35 to 44 years,Males,
2015/2016,Manitoba,data.Administration of justice,35 to 44 years,Males,
2016/2017,Manitoba,data.Administration of justice,35 to 44 years,Males,
2017/2018,Manitoba,data.Administration of justice,35 to 44 years,Males,
2018/2019,Manitoba,data.Administration of justice,35 to 44 years,Males,
2014/2015,Manitoba,data.Administration of justice,35 to 44 years,Females,
2015/2016,Manitoba,data.Administration of justice,35 to 44 years,Females,
2016/2017,Manitoba,data.Administration of justice,35 to 44 years,Females,
2017/2018,Manitoba,data.Administration of justice,35 to 44 years,Females,
2018/2019,Manitoba,data.Administration of justice,35 to 44 years,Females,
2014/2015,Manitoba,data.Administration of justice,35 to 44 years,data.Sex unknown,106.0
2015/2016,Manitoba,data.Administration of justice,35 to 44 years,data.Sex unknown,105.0
2016/2017,Manitoba,data.Administration of justice,35 to 44 years,data.Sex unknown,82.0
2017/2018,Manitoba,data.Administration of justice,35 to 44 years,data.Sex unknown,81.0
2018/2019,Manitoba,data.Administration of justice,35 to 44 years,data.Sex unknown,90.0
2014/2015,Manitoba,data.Administration of justice,45 to 54 years,data.Total - sex of accused,106.0
2015/2016,Manitoba,data.Administration of justice,45 to 54 years,data.Total - sex of accused,83.0
2016/2017,Manitoba,data.Administration of justice,45 to 54 years,data.Total - sex of accused,115.0
2017/2018,Manitoba,data.Administration of justice,45 to 54 years,data.Total - sex of accused,84.0
2018/2019,Manitoba,data.Administration of justice,45 to 54 years,data.Total - sex of accused,77.0
2014/2015,Manitoba,data.Administration of justice,45 to 54 years,Males,
2015/2016,Manitoba,data.Administration of justice,45 to 54 years,Males,
2016/2017,Manitoba,data.Administration of justice,45 to 54 years,Males,
2017/2018,Manitoba,data.Administration of justice,45 to 54 years,Males,
2018/2019,Manitoba,data.Administration of justice,45 to 54 years,Males,
2014/2015,Manitoba,data.Administration of justice,45 to 54 years,Females,
2015/2016,Manitoba,data.Administration of justice,45 to 54 years,Females,
2016/2017,Manitoba,data.Administration of justice,45 to 54 years,Females,
2017/2018,Manitoba,data.Administration of justice,45 to 54 years,Females,
2018/2019,Manitoba,data.Administration of justice,45 to 54 years,Females,
2014/2015,Manitoba,data.Administration of justice,45 to 54 years,data.Sex unknown,106.0
2015/2016,Manitoba,data.Administration of justice,45 to 54 years,data.Sex unknown,83.0
2016/2017,Manitoba,data.Administration of justice,45 to 54 years,data.Sex unknown,115.0
2017/2018,Manitoba,data.Administration of justice,45 to 54 years,data.Sex unknown,84.0
2018/2019,Manitoba,data.Administration of justice,45 to 54 years,data.Sex unknown,77.0
2014/2015,Manitoba,data.Administration of justice,55 years and over,data.Total - sex of accused,121.0
2015/2016,Manitoba,data.Administration of justice,55 years and over,data.Total - sex of accused,103.0
2016/2017,Manitoba,data.Administration of justice,55 years and over,data.Total - sex of accused,121.0
2017/2018,Manitoba,data.Administration of justice,55 years and over,data.Total - sex of accused,114.0
2018/2019,Manitoba,data.Administration of justice,55 years and over,data.Total - sex of accused,67.0
2014/2015,Manitoba,data.Administration of justice,55 years and over,Males,
2015/2016,Manitoba,data.Administration of justice,55 years and over,Males,
2016/2017,Manitoba,data.Administration of justice,55 years and over,Males,
2017/2018,Manitoba,data.Administration of justice,55 years and over,Males,
2018/2019,Manitoba,data.Administration of justice,55 years and over,Males,
2014/2015,Manitoba,data.Administration of justice,55 years and over,Females,
2015/2016,Manitoba,data.Administration of justice,55 years and over,Females,
2016/2017,Manitoba,data.Administration of justice,55 years and over,Females,
2017/2018,Manitoba,data.Administration of justice,55 years and over,Females,
2018/2019,Manitoba,data.Administration of justice,55 years and over,Females,
2014/2015,Manitoba,data.Administration of justice,55 years and over,data.Sex unknown,121.0
2015/2016,Manitoba,data.Administration of justice,55 years and over,data.Sex unknown,103.0
2016/2017,Manitoba,data.Administration of justice,55 years and over,data.Sex unknown,121.0
2017/2018,Manitoba,data.Administration of justice,55 years and over,data.Sex unknown,114.0
2018/2019,Manitoba,data.Administration of justice,55 years and over,data.Sex unknown,67.0
2014/2015,Manitoba,data.Criminal Code traffic,data.Total - age of accused,data.Total - sex of accused,108.0
2015/2016,Manitoba,data.Criminal Code traffic,data.Total - age of accused,data.Total - sex of accused,113.0
2016/2017,Manitoba,data.Criminal Code traffic,data.Total - age of accused,data.Total - sex of accused,126.0
2017/2018,Manitoba,data.Criminal Code traffic,data.Total - age of accused,data.Total - sex of accused,120.0
2018/2019,Manitoba,data.Criminal Code traffic,data.Total - age of accused,data.Total - sex of accused,126.0
2014/2015,Manitoba,data.Criminal Code traffic,data.Total - age of accused,Males,
2015/2016,Manitoba,data.Criminal Code traffic,data.Total - age of accused,Males,
2016/2017,Manitoba,data.Criminal Code traffic,data.Total - age of accused,Males,
2017/2018,Manitoba,data.Criminal Code traffic,data.Total - age of accused,Males,
2018/2019,Manitoba,data.Criminal Code traffic,data.Total - age of accused,Males,
2014/2015,Manitoba,data.Criminal Code traffic,data.Total - age of accused,Females,
2015/2016,Manitoba,data.Criminal Code traffic,data.Total - age of accused,Females,
2016/2017,Manitoba,data.Criminal Code traffic,data.Total - age of accused,Females,
2017/2018,Manitoba,data.Criminal Code traffic,data.Total - age of accused,Females,
2018/2019,Manitoba,data.Criminal Code traffic,data.Total - age of accused,Females,
2014/2015,Manitoba,data.Criminal Code traffic,data.Total - age of accused,data.Company,0.0
2015/2016,Manitoba,data.Criminal Code traffic,data.Total - age of accused,data.Company,0.0
2016/2017,Manitoba,data.Criminal Code traffic,data.Total - age of accused,data.Company,0.0
2017/2018,Manitoba,data.Criminal Code traffic,data.Total - age of accused,data.Company,0.0
2018/2019,Manitoba,data.Criminal Code traffic,data.Total - age of accused,data.Company,0.0
2014/2015,Manitoba,data.Criminal Code traffic,data.Total - age of accused,data.Sex unknown,108.0
2015/2016,Manitoba,data.Criminal Code traffic,data.Total - age of accused,data.Sex unknown,113.0
2016/2017,Manitoba,data.Criminal Code traffic,data.Total - age of accused,data.Sex unknown,126.0
2017/2018,Manitoba,data.Criminal Code traffic,data.Total - age of accused,data.Sex unknown,120.0
2018/2019,Manitoba,data.Criminal Code traffic,data.Total - age of accused,data.Sex unknown,126.0
2014/2015,Manitoba,data.Criminal Code traffic,data.18 to 24 years,data.Total - sex of accused,103.0
2015/2016,Manitoba,data.Criminal Code traffic,data.18 to 24 years,data.Total - sex of accused,93.0
2016/2017,Manitoba,data.Criminal Code traffic,data.18 to 24 years,data.Total - sex of accused,95.0
2017/2018,Manitoba,data.Criminal Code traffic,data.18 to 24 years,data.Total - sex of accused,115.0
2018/2019,Manitoba,data.Criminal Code traffic,data.18 to 24 years,data.Total - sex of accused,100.0
2014/2015,Manitoba,data.Criminal Code traffic,data.18 to 24 years,Males,
2015/2016,Manitoba,data.Criminal Code traffic,data.18 to 24 years,Males,
2016/2017,Manitoba,data.Criminal Code traffic,data.18 to 24 years,Males,
2017/2018,Manitoba,data.Criminal Code traffic,data.18 to 24 years,Males,
2018/2019,Manitoba,data.Criminal Code traffic,data.18 to 24 years,Males,
2014/2015,Manitoba,data.Criminal Code traffic,data.18 to 24 years,Females,
2015/2016,Manitoba,data.Criminal Code traffic,data.18 to 24 years,Females,
2016/2017,Manitoba,data.Criminal Code traffic,data.18 to 24 years,Females,
2017/2018,Manitoba,data.Criminal Code traffic,data.18 to 24 years,Females,
2018/2019,Manitoba,data.Criminal Code traffic,data.18 to 24 years,Females,
2014/2015,Manitoba,data.Criminal Code traffic,data.18 to 24 years,data.Sex unknown,103.0
2015/2016,Manitoba,data.Criminal Code traffic,data.18 to 24 years,data.Sex unknown,93.0
2016/2017,Manitoba,data.Criminal Code traffic,data.18 to 24 years,data.Sex unknown,95.0
2017/2018,Manitoba,data.Criminal Code traffic,data.18 to 24 years,data.Sex unknown,115.0
2018/2019,Manitoba,data.Criminal Code traffic,data.18 to 24 years,data.Sex unknown,100.0
2014/2015,Manitoba,data.Criminal Code traffic,25 to 34 years,data.Total - sex of accused,113.0
2015/2016,Manitoba,data.Criminal Code traffic,25 to 34 years,data.Total - sex of accused,106.0
2016/2017,Manitoba,data.Criminal Code traffic,25 to 34 years,data.Total - sex of accused,120.0
2017/2018,Manitoba,data.Criminal Code traffic,25 to 34 years,data.Total - sex of accused,113.0
2018/2019,Manitoba,data.Criminal Code traffic,25 to 34 years,data.Total - sex of accused,117.0
2014/2015,Manitoba,data.Criminal Code traffic,25 to 34 years,Males,
2015/2016,Manitoba,data.Criminal Code traffic,25 to 34 years,Males,
2016/2017,Manitoba,data.Criminal Code traffic,25 to 34 years,Males,
2017/2018,Manitoba,data.Criminal Code traffic,25 to 34 years,Males,
2018/2019,Manitoba,data.Criminal Code traffic,25 to 34 years,Males,
2014/2015,Manitoba,data.Criminal Code traffic,25 to 34 years,Females,
2015/2016,Manitoba,data.Criminal Code traffic,25 to 34 years,Females,
2016/2017,Manitoba,data.Criminal Code traffic,25 to 34 years,Females,
2017/2018,Manitoba,data.Criminal Code traffic,25 to 34 years,Females,
2018/2019,Manitoba,data.Criminal Code traffic,25 to 34 years,Females,
2014/2015,Manitoba,data.Criminal Code traffic,25 to 34 years,data.Sex unknown,113.0
2015/2016,Manitoba,data.Criminal Code traffic,25 to 34 years,data.Sex unknown,106.0
2016/2017,Manitoba,data.Criminal Code traffic,25 to 34 years,data.Sex unknown,120.0
2017/2018,Manitoba,data.Criminal Code traffic,25 to 34 years,data.Sex unknown,113.0
2018/2019,Manitoba,data.Criminal Code traffic,25 to 34 years,data.Sex unknown,117.0
2014/2015,Manitoba,data.Criminal Code traffic,35 to 44 years,data.Total - sex of accused,108.0
2015/2016,Manitoba,data.Criminal Code traffic,35 to 44 years,data.Total - sex of accused,141.0
2016/2017,Manitoba,data.Criminal Code traffic,35 to 44 years,data.Total - sex of accused,134.0
2017/2018,Manitoba,data.Criminal Code traffic,35 to 44 years,data.Total - sex of accused,123.0
2018/2019,Manitoba,data.Criminal Code traffic,35 to 44 years,data.Total - sex of accused,147.0
2014/2015,Manitoba,data.Criminal Code traffic,35 to 44 years,Males,
2015/2016,Manitoba,data.Criminal Code traffic,35 to 44 years,Males,
2016/2017,Manitoba,data.Criminal Code traffic,35 to 44 years,Males,
2017/2018,Manitoba,data.Criminal Code traffic,35 to 44 years,Males,
2018/2019,Manitoba,data.Criminal Code traffic,35 to 44 years,Males,
2014/2015,Manitoba,data.Criminal Code traffic,35 to 44 years,Females,
2015/2016,Manitoba,data.Criminal Code traffic,35 to 44 years,Females,
2016/2017,Manitoba,data.Criminal Code traffic,35 to 44 years,Females,
2017/2018,Manitoba,data.Criminal Code traffic,35 to 44 years,Females,
2018/2019,Manitoba,data.Criminal Code traffic,35 to 44 years,Females,
2014/2015,Manitoba,data.Criminal Code traffic,35 to 44 years,data.Sex unknown,108.0
2015/2016,Manitoba,data.Criminal Code traffic,35 to 44 years,data.Sex unknown,141.0
2016/2017,Manitoba,data.Criminal Code traffic,35 to 44 years,data.Sex unknown,134.0
2017/2018,Manitoba,data.Criminal Code traffic,35 to 44 years,data.Sex unknown,123.0
2018/2019,Manitoba,data.Criminal Code traffic,35 to 44 years,data.Sex unknown,147.0
2014/2015,Manitoba,data.Criminal Code traffic,45 to 54 years,data.Total - sex of accused,127.0
2015/2016,Manitoba,data.Criminal Code traffic,45 to 54 years,data.Total - sex of accused,130.0
2016/2017,Manitoba,data.Criminal Code traffic,45 to 54 years,data.Total - sex of accused,131.0
2017/2018,Manitoba,data.Criminal Code traffic,45 to 54 years,data.Total - sex of accused,125.0
2018/2019,Manitoba,data.Criminal Code traffic,45 to 54 years,data.Total - sex of accused,137.0
2014/2015,Manitoba,data.Criminal Code traffic,45 to 54 years,Males,
2015/2016,Manitoba,data.Criminal Code traffic,45 to 54 years,Males,
2016/2017,Manitoba,data.Criminal Code traffic,45 to 54 years,Males,
2017/2018,Manitoba,data.Criminal Code traffic,45 to 54 years,Males,
2018/2019,Manitoba,data.Criminal Code traffic,45 to 54 years,Males,
2014/2015,Manitoba,data.Criminal Code traffic,45 to 54 years,Females,
2015/2016,Manitoba,data.Criminal Code traffic,45 to 54 years,Females,
2016/2017,Manitoba,data.Criminal Code traffic,45 to 54 years,Females,
2017/2018,Manitoba,data.Criminal Code traffic,45 to 54 years,Females,
2018/2019,Manitoba,data.Criminal Code traffic,45 to 54 years,Females,
2014/2015,Manitoba,data.Criminal Code traffic,45 to 54 years,data.Sex unknown,127.0
2015/2016,Manitoba,data.Criminal Code traffic,45 to 54 years,data.Sex unknown,130.0
2016/2017,Manitoba,data.Criminal Code traffic,45 to 54 years,data.Sex unknown,131.0
2017/2018,Manitoba,data.Criminal Code traffic,45 to 54 years,data.Sex unknown,125.0
2018/2019,Manitoba,data.Criminal Code traffic,45 to 54 years,data.Sex unknown,137.0
2014/2015,Manitoba,data.Criminal Code traffic,55 years and over,data.Total - sex of accused,85.0
2015/2016,Manitoba,data.Criminal Code traffic,55 years and over,data.Total - sex of accused,104.0
2016/2017,Manitoba,data.Criminal Code traffic,55 years and over,data.Total - sex of accused,148.0
2017/2018,Manitoba,data.Criminal Code traffic,55 years and over,data.Total - sex of accused,170.0
2018/2019,Manitoba,data.Criminal Code traffic,55 years and over,data.Total - sex of accused,127.0
2014/2015,Manitoba,data.Criminal Code traffic,55 years and over,Males,
2015/2016,Manitoba,data.Criminal Code traffic,55 years and over,Males,
2016/2017,Manitoba,data.Criminal Code traffic,55 years and over,Males,
2017/2018,Manitoba,data.Criminal Code traffic,55 years and over,Males,
2018/2019,Manitoba,data.Criminal Code traffic,55 years and over,Males,
2014/2015,Manitoba,data.Criminal Code traffic,55 years and over,Females,
2015/2016,Manitoba,data.Criminal Code traffic,55 years and over,Females,
